name,smiles,MW,LogP,TPSA,HBD,HBA,RotB,Lipinski_violations,ref_drug,ref_target,similarity,dili_prob,dili_risk
T8955,Cc1ccsc1C(=O)N/N=C/c1ccc2ccccc2c1O,310.38,3.68,61.7,2,4,3,0,Obeticholic acid (OCA),FXR,0.0455,0.9659,High
T23434,O=C1N=C(Nc2ccccc2F)SC1=Cc1ccc(C(=O)O)cc1,342.35,3.61,78.8,2,4,3,0,Obeticholic acid (OCA),FXR,0.0455,0.9776,High
T14947,O=C(NO)C(c1ccc(-c2ncc(C(F)(F)F)cn2)cc1)c1ccccc1F,391.32,3.94,75.1,2,4,4,0,Obeticholic acid (OCA),FXR,0.0455,0.9454,High
T5490,O=C(Nc1cccc(Br)c1)c1cccc(S(=O)(=O)N2CCCCCC2)c1,437.36,4.27,66.5,1,3,4,0,Obeticholic acid (OCA),FXR,0.0455,0.8938,High
T8995,COc1ccc(-c2cn(C3CCCC3)c3ncnc(N)c23)cc1,308.38,3.8,66,1,4,3,0,Obeticholic acid (OCA),FXR,0.0455,0.9228,High
T3628,COc1ccc2c(C)nc(Nc3nc(C)c(C)c(=O)[nH]3)nc2c1,311.35,2.39,92.8,2,6,3,0,Obeticholic acid (OCA),FXR,0.0455,0.9755,High
T6S1665,COc1cc(-c2coc3cc4c(c(OC)c3c2=O)OCO4)cc(OC)c1OC,386.36,3.22,85.6,0,8,5,0,Obeticholic acid (OCA),FXR,0.0455,0.969,High
T11811,COc1cc2c(cc1O)-c1c(OC)c(O)cc3c1C(C2)NCC3,313.35,2.52,71,3,5,2,0,Obeticholic acid (OCA),FXR,0.0455,0.6044,High
T13950,CC(C)(C)c1cc(C(c2cc3c(cc2O)OCO3)N2CCOCC2)cc(C(C)(C)C)c1O,441.57,4.84,71.4,2,6,3,0,Obeticholic acid (OCA),FXR,0.0455,0.4722,Low
T6358,O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ncccc2N1,328.17,3.49,57.8,2,2,0,0,Obeticholic acid (OCA),FXR,0.0455,0.9505,High
TN1969,O=C(/C=C/c1ccc(O)cc1)NCCc1c[nH]c2ccc(O)cc12,322.36,2.95,85.4,4,3,5,0,Obeticholic acid (OCA),FXR,0.0455,0.6766,High
TN2190,COc1cc2c(cc1O)[C@@H]1Cc3ccc(OC)c(O)c3CN1CC2,327.38,2.77,62.2,2,5,2,0,Obeticholic acid (OCA),FXR,0.0455,0.3684,Low
T14301,CC1(C)Oc2cc(NS(C)(=O)=O)ccc2N(c2ccc(F)cc2)C1=O,364.4,3.03,75.7,1,4,3,0,Obeticholic acid (OCA),FXR,0.0455,0.9557,High
T4S0800,COc1ccc2cc3[n+](cc2c1OC)CCc1cc(O)c(O)cc1-3,324.36,2.78,62.8,2,4,2,0,Obeticholic acid (OCA),FXR,0.0455,0.1639,Low
T9168,CC(C)(CN1C(=O)C(Cl)=C(Cl)C1=O)CN1C(=O)C(Cl)=C(Cl)C1=O,400.05,2.13,74.8,0,4,4,0,Obeticholic acid (OCA),FXR,0.0455,0.7009,High
T24160,CCCCCNC1=C(c2cn(C)c3ccccc23)C(=O)N(C)C1=O,325.41,2.67,54.3,1,3,6,0,Obeticholic acid (OCA),FXR,0.0455,0.8924,High
T3S0128,C[N+]12CCc3cc4c(cc3C1(O)Cc1ccc3c(c1C2)OCO3)OCO4,354.38,2.05,57.2,1,5,0,0,Obeticholic acid (OCA),FXR,0.0455,0.0121,Low
T28136,Cc1ccc2[nH]c([S+]([O-])Cc3ccccc3N(C)C)nc2c1,313.43,3.25,55,1,3,4,0,Obeticholic acid (OCA),FXR,0.0455,0.727,High
T19374,O=[N+]([O-])c1ccc(-[n+]2nc(-c3ccccc3)nn2-c2ccc(I)cc2)cc1,470.25,3.72,77.7,0,4,4,0,Obeticholic acid (OCA),FXR,0.0455,0.819,High
TQ0058,Cc1c(CN2CCC(Nc3ncnc4sc(CC(F)(F)F)cc34)CC2)ccc2[nH]c(C#N)cc12,484.55,5.53,80.6,2,6,5,1,Obeticholic acid (OCA),FXR,0.0450,0.8907,High
T11237,C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2ccc(NC3CN(CCCF)C3)cn2)N1CC(F)(F)F,476.52,4.31,60.1,2,5,7,0,Obeticholic acid (OCA),FXR,0.0450,0.6552,High
T23601,Cc1ccc(Nc2nc(N)c(C(=O)c3ccc(C#N)cc3)s2)cc1,334.4,3.88,91.8,2,6,4,0,Obeticholic acid (OCA),FXR,0.0449,0.9792,High
T3600,C=CC(C)(C)c1cc(/C=C/C(=O)c2ccc(O)cc2)c(OC)cc1O,338.4,4.47,66.8,2,4,6,0,Obeticholic acid (OCA),FXR,0.0449,0.6735,High
T0512,O=C(O)c1ccccc1C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,403.44,2.89,125.5,3,6,6,0,Obeticholic acid (OCA),FXR,0.0449,0.9846,High
T11822,COc1cccc(-n2[nH]c3c(cnc4ccc(Cl)cc43)c2=O)c1,325.76,3.53,59.9,1,3,2,0,Obeticholic acid (OCA),FXR,0.0449,0.985,High
T77576,CC(=O)Nc1ccc2nc(NC(=O)Nc3ccc(O)c(Cl)c3)sc2c1,376.83,4.26,103.4,4,5,3,0,Obeticholic acid (OCA),FXR,0.0449,0.9881,High
T13398,CC1=NN(c2ccccc2)C(=O)C1=NNc1ccc(N2CCOCC2)cc1,363.42,2.71,69.5,1,6,4,0,Obeticholic acid (OCA),FXR,0.0449,0.994,High
T10881,O=C(Nc1ccc(Cl)cc1CN1C(=O)c2ccccc2C1=O)c1ccccc1O,406.83,4.09,86.7,2,4,4,0,Obeticholic acid (OCA),FXR,0.0449,0.9623,High
T77754,Cc1ccc(S(=O)(=O)n2cc(Cc3cc(C)c(O)c(C)c3)c3ccccc32)cc1,405.52,5.1,59.3,1,3,4,1,Obeticholic acid (OCA),FXR,0.0449,0.9104,High
T3156,N#C/C(C(=O)c1ccc(Cl)cc1Cl)=C1/NC(=O)c2ccccc2N1,358.18,3.77,82,2,4,2,0,Obeticholic acid (OCA),FXR,0.0449,0.9325,High
T9752,CC1(C)NC(=O)c2ccc(-c3c[nH]c4c(C#N)cccc34)nc21,302.34,3.08,81.6,2,3,1,0,Obeticholic acid (OCA),FXR,0.0449,0.9575,High
T60043,COc1cc(-c2nc(-c3ccccc3)c(-c3cccs3)[nH]2)cc(OC)c1O,378.45,5.2,67.4,2,5,5,1,Obeticholic acid (OCA),FXR,0.0449,0.9592,High
T29131,O=C(COc1ccc2ccccc2c1Br)Nc1cccnc1,357.21,4.01,51.2,1,3,4,0,Obeticholic acid (OCA),FXR,0.0449,0.9351,High
T1808,CC(C)(C)[Si](C)(C)Oc1ccc2oc(=O)c3c(c2c1)CCCN3,331.49,4.54,51.5,1,4,2,0,Obeticholic acid (OCA),FXR,0.0449,0.6106,High
T4528,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)N1CCc2ccccc21,306.32,2.59,84.6,2,4,2,0,Obeticholic acid (OCA),FXR,0.0449,0.7693,High
T3200,NC(=O)c1ccccc1Nc1ccnc(Nc2cccc(O)c2)n1,321.34,2.77,113.2,4,6,5,0,Obeticholic acid (OCA),FXR,0.0449,0.9369,High
T2S2150,CC(C)(O)CCc1c(O)cc(O)c2c(=O)c(O)c(-c3ccc(O)cc3)oc12,372.37,2.99,131.4,5,7,4,0,Obeticholic acid (OCA),FXR,0.0449,0.9214,High
T4S0794,COc1cc2c(cc1O)CCN1Cc3c(ccc(OC)c3OC)C[C@H]21,341.41,3.07,51.2,1,5,3,0,Obeticholic acid (OCA),FXR,0.0449,0.3477,Low
TN2356,COc1cc(-c2c3c(c(O)c4cc5c(cc24)OCO5)COC3=O)cc(OC)c1OC,410.38,3.64,92.7,1,8,4,0,Obeticholic acid (OCA),FXR,0.0449,0.9782,High
T15001,COc1cc2c(cc1O)CCN1Cc3c(ccc(OC)c3OC)CC21,341.41,3.07,51.2,1,5,3,0,Obeticholic acid (OCA),FXR,0.0449,0.3425,Low
T70812,CN1Cc2nccc(-c3cn(C)nc3-c3ccc(F)cc3)c2C1=O,322.34,2.87,51,0,3,2,0,Obeticholic acid (OCA),FXR,0.0449,0.9486,High
T8766,O=C(Nc1ccc(Cl)cc1)N1CCN(c2cccc3[nH]ccc23)CC1,354.84,4.18,51.4,2,2,2,0,Obeticholic acid (OCA),FXR,0.0449,0.8786,High
T72253,CCCCc1nc2c(N)nc3ccccc3c2n1CCCCN,311.43,3.25,82.8,2,4,7,0,Obeticholic acid (OCA),FXR,0.0449,0.7532,High
T6658,Cc1cc(NC(=O)Nc2ccc(N(C)C)cc2)c2cc(F)cc(F)c2n1,356.38,4.53,57.3,2,3,3,0,Obeticholic acid (OCA),FXR,0.0449,0.9631,High
T2832,[H][C@]12Cc3ccc(OC)c(O)c3-c3c(OC)c(OC)cc(c31)CCN2C,341.41,3.17,51.2,1,5,3,0,Obeticholic acid (OCA),FXR,0.0449,0.6573,High
T4291,COc1ccc2c(c1O)-c1c(OC)c(OC)cc3c1[C@H](C2)N(C)CC3,341.41,3.17,51.2,1,5,3,0,Obeticholic acid (OCA),FXR,0.0449,0.6573,High
TQ0176,[H][C@@]12Cc3ccc(OC)c(OC)c3CN1CCc1cc(OC)c(O)cc12,341.41,3.07,51.2,1,5,3,0,Obeticholic acid (OCA),FXR,0.0449,0.4097,Low
T3429,CN1CCc2cc3c(cc2C(=O)Cc2ccc4c(c2C1)OCO4)OCO3,353.37,2.56,57.2,0,6,0,0,Obeticholic acid (OCA),FXR,0.0449,0.5469,High
T3933,COc1cc2c(cc1O)CC[n+]1cc3c(OC)c(OC)ccc3cc1-2,338.38,3.08,51.8,1,4,3,0,Obeticholic acid (OCA),FXR,0.0449,0.2552,Low
T5S0803,COc1cc2c(cc1O)-c1cc3ccc(OC)c(OC)c3c[n+]1CC2,338.38,3.08,51.8,1,4,3,0,Obeticholic acid (OCA),FXR,0.0449,0.245,Low
T73550,CN1C/C(=C\c2ccc(O)cc2)C(=O)/C(=C/c2c[nH]c3ccccc23)C1,344.41,3.86,56.3,2,3,2,0,Obeticholic acid (OCA),FXR,0.0449,0.8006,High
T22518,O=C1CN=C(c2cccc(Br)c2)c2oc3ccccc3c2N1,355.19,3.98,54.6,1,3,1,0,Obeticholic acid (OCA),FXR,0.0449,0.9341,High
T24402,O=C1N=C(Nc2ccccc2)N/C1=C\c1ccc2c(c1)OCO2,307.31,2.35,72,2,5,2,0,Obeticholic acid (OCA),FXR,0.0449,0.8643,High
T27812,CC(C)CN(C)c1ccccc1C[S+]([O-])c1nc2ccccc2[nH]1,341.48,3.96,55,1,3,6,0,Obeticholic acid (OCA),FXR,0.0449,0.5867,High
T39291,COc1ncc(-c2ccc3ncc(OCCN(C)C)c(=O)n3c2)cc1NS(=O)(=O)c1ccc(F)cc1Cl,548,3.3,115.1,1,8,9,1,Obeticholic acid (OCA),FXR,0.0446,0.9854,High
T6730,c1cncc(CN2CCC(n3ncc4c(N5CCOCC5)nc(-c5ccc6[nH]ccc6c5)nc43)CC2)c1,494.6,4.04,88,1,7,5,0,Obeticholic acid (OCA),FXR,0.0446,0.9805,High
T89116,[H][C@@]12c3cc(OC4=C5CCC(=O)N=C5NC=C4)ccc3O[C@]1([H])[C@H]2NC(=O)Nc1cc(F)c(F)cc1F,482.42,3.62,101.1,3,5,4,0,Obeticholic acid (OCA),FXR,0.0446,0.9336,High
T77552,O=C(Nc1ccc2ncsc2c1)c1ccc(-c2ccc(O)cc2)o1,336.37,4.51,75.4,2,5,3,0,Obeticholic acid (OCA),FXR,0.0444,0.9637,High
T25193,O=C(Nc1ccc(Oc2ncccn2)cc1C(=O)O)c1ccc(Cl)cc1Cl,404.21,4.53,101.4,2,5,5,0,Obeticholic acid (OCA),FXR,0.0444,0.9914,High
T67748,O=C(Cc1c(F)cccc1Cl)Nc1nc(-c2ccncc2)cs1,347.8,4.18,54.9,1,4,4,0,Obeticholic acid (OCA),FXR,0.0444,0.9328,High
T72051,COC(=O)c1cccc(N2C(=O)c3ccc(Oc4ccc(N)cc4)cc3C2=O)c1,388.38,3.65,98.9,1,6,4,0,Obeticholic acid (OCA),FXR,0.0444,0.9862,High
T12526,CCOc1ccc(C=C2C(=O)NN(c3ccc(Cl)c(Cl)c3)C2=O)cc1,377.23,3.85,58.6,1,3,4,0,Obeticholic acid (OCA),FXR,0.0444,0.9693,High
T22641,N#Cc1cccc(C(=O)Nc2cc(-c3ccccc3)nn2-c2ccccc2)c1,364.41,4.66,70.7,1,3,4,0,Obeticholic acid (OCA),FXR,0.0444,0.9827,High
T7888,COc1ccc2c(-c3ccc(CNS(N)(=O)=O)cc3)ccnc2c1,343.41,2.2,94.3,2,4,5,0,Obeticholic acid (OCA),FXR,0.0444,0.9027,High
T35566,Cn1nccc1-c1ccc(C(N)=O)c(Oc2ccccc2F)c1,311.32,3.12,70.1,1,3,4,0,Obeticholic acid (OCA),FXR,0.0444,0.8744,High
T28468,O=C(Nc1ccc(Cl)cc1)Nc1cccc(-c2cccc(N3CCCC3)n2)c1,392.89,5.65,57.3,2,3,4,1,Obeticholic acid (OCA),FXR,0.0444,0.9567,High
T0907,O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,398.4,3.7,141.3,3,7,6,0,Obeticholic acid (OCA),FXR,0.0444,0.9908,High
T22798,O=C(/C=C/c1c(C(=O)[O-])[nH]c2cc(Cl)cc(Cl)c12)Nc1ccccc1,374.2,3.49,85,2,3,4,0,Obeticholic acid (OCA),FXR,0.0444,0.9877,High
T2802,COC(=O)Nc1nc2ccc(C(=O)c3cccs3)cc2[nH]1,301.33,3.03,84.1,2,5,3,0,Obeticholic acid (OCA),FXR,0.0444,0.9696,High
T9089,Cc1n[nH]c(C)c1-c1cc(Cl)c(Nc2ccccc2C(=O)NO)c(Cl)c1,391.26,4.86,90,4,4,4,0,Obeticholic acid (OCA),FXR,0.0444,0.9553,High
T9989,Cc1ccc(C2C(C#N)=C(N)Oc3c2c(=O)oc2ccccc32)cc1,330.34,3.32,89.2,1,5,1,0,Obeticholic acid (OCA),FXR,0.0444,0.9545,High
T2337,COc1ccc(-c2ccccc2)cc1NS(=O)(=O)c1cc(Cl)cc(Cl)c1O,424.31,5.18,75.6,2,4,5,1,Obeticholic acid (OCA),FXR,0.0444,0.969,High
T10722,O=C(O)c1ccc(-n2nc3c4cccc(F)c4[nH]cc-3c2=O)cc1,323.28,2.66,88,2,3,2,0,Obeticholic acid (OCA),FXR,0.0444,0.9895,High
T2588,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,392.5,5.08,82.2,3,3,2,1,Obeticholic acid (OCA),FXR,0.0444,0.9178,High
T11766L,NC(=O)/C(=C/n1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)c1cncnc1,428.3,3.26,99.6,1,5,4,0,Obeticholic acid (OCA),FXR,0.0444,0.9722,High
T68096,O=C(Nc1ccc(Cl)c(Cl)c1)NS(=O)(=O)c1ccc2c(c1)CCO2,387.24,3.44,84.5,2,4,3,0,Obeticholic acid (OCA),FXR,0.0444,0.9734,High
T3160,Cc1ccc2nc(-n3nc(C)c(Cc4ccccc4)c3O)[nH]c2c1,318.38,3.66,66.7,2,3,3,0,Obeticholic acid (OCA),FXR,0.0444,0.9445,High
T23010,N#Cc1cc(C2=Nc3ccc(Br)cc3NC(=O)C2)ccn1,341.17,3.18,78.1,1,4,1,0,Obeticholic acid (OCA),FXR,0.0444,0.9768,High
TN1103,COc1cc2c(O)c3c(c(-c4ccc5c(c4)OCO5)c2cc1OC)C(=O)OC3,380.35,3.63,83.5,1,7,3,0,Obeticholic acid (OCA),FXR,0.0444,0.9692,High
T204093,COc1ccc(N2C(=O)[C@@]3(CN3[S@@+]([O-])C(C)(C)C)c3ccccc32)cc1,370.47,3.35,55.6,0,4,3,0,Obeticholic acid (OCA),FXR,0.0444,0.8845,High
T32108,CC(C)n1nc(C(O)c2cccc(Cl)c2Cl)c2c(N)ncnc21,352.23,3.38,89.9,2,5,3,0,Obeticholic acid (OCA),FXR,0.0444,0.961,High
T12901,C[C@@H](Oc1cncc(-c2cnc(N)nc2)c1)c1c(Cl)ccc(F)c1Cl,379.22,4.71,73.9,1,5,4,0,Obeticholic acid (OCA),FXR,0.0444,0.9166,High
T77341,O=C(Nc1cnccc1-c1ccc(F)cc1)c1ccnc(Nc2ccc(F)cc2)n1,403.39,4.81,79.8,2,5,5,0,Obeticholic acid (OCA),FXR,0.0444,0.9963,High
T8868,NS(=O)(=O)c1ccc2c(c1)C1C=CCC1C(c1ccc(Br)cc1)N2,405.32,3.92,72.2,2,3,2,0,Obeticholic acid (OCA),FXR,0.0444,0.8371,High
T21966,CN1C(=O)/C(=C2\Nc3ccccc3\C2=N/O)c2ccc(Br)cc21,370.21,3.44,64.9,2,4,0,0,Obeticholic acid (OCA),FXR,0.0444,0.9539,High
T27404,[H][C@@]12CC=C[C@]1([H])c1cc(S(N)(=O)=O)ccc1N[C@@H]2c1ccc(Br)cc1,405.32,3.92,72.2,2,3,2,0,Obeticholic acid (OCA),FXR,0.0444,0.8147,High
T27404L,[H][C@@]12C=CC[C@]1([H])[C@H](c1ccc(Br)cc1)Nc1ccc(S(N)(=O)=O)cc12,405.32,3.92,72.2,2,3,2,0,Obeticholic acid (OCA),FXR,0.0444,0.8147,High
T79086,O=C(O)c1ccc(N2N=C(c3ccccc3)/C(=C/c3ccc[nH]3)C2=O)cc1,357.37,3.55,85.8,2,3,4,0,Obeticholic acid (OCA),FXR,0.0444,0.9837,High
T6659,O=C1NC(=O)C(c2ccccc2[N+](=O)[O-])=C1Nc1ccc(O)c(Cl)c1,359.73,2.43,121.6,3,6,4,0,Obeticholic acid (OCA),FXR,0.0444,0.9745,High
T5461,CCc1c(-c2ccc3[nH]ncc3c2)cnc(N)c1-c1ccc(O)cc1,330.39,4.14,87.8,3,4,3,0,Obeticholic acid (OCA),FXR,0.0444,0.8752,High
T72033,CC(C)n1nc(-c2ccc3c(ccn3C)c2)c2c(N)ncnc21,306.37,3.15,74.6,1,4,2,0,Obeticholic acid (OCA),FXR,0.0444,0.9614,High
T11600,O=S(=O)(Cc1ccccc1)N1C=Cc2ccccc2C1c1c[nH]c2ccccc12,400.5,5.07,53.2,1,2,4,1,Obeticholic acid (OCA),FXR,0.0444,0.8467,High
T0077,O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)[N-]1,313.25,2.52,120.1,0,6,4,0,Obeticholic acid (OCA),FXR,0.0444,0.996,High
T73384,COc1cc(-c2cnc3cc(OCCN4CCOCC4)ccn23)cc2c1C(=O)N(CC(F)(F)F)CC2,504.51,3.28,68.5,0,6,7,1,Obeticholic acid (OCA),FXR,0.0442,0.8592,High
T2501,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,485.95,4.39,88.6,2,7,9,0,Obeticholic acid (OCA),FXR,0.0442,0.9197,High
T3107,Cc1c(-c2ccnn2C)cc(C(=O)NCc2ccc(S(C)(=O)=O)cn2)c(=O)n1-c1cccc(C(F)(F)F)c1,545.54,3.29,115.9,1,6,6,1,Obeticholic acid (OCA),FXR,0.0442,0.9921,High
T11092,O=C1c2ccccc2C(=O)c2nc(-c3ccccc3)c(-c3ccccc3)nc21,362.39,4.59,59.9,0,4,2,0,Obeticholic acid (OCA),FXR,0.0441,0.9972,High
T78157,NC(=O)c1ccccc1OCc1cccc(NC(=O)c2ccc(Br)cc2)c1,425.28,4.38,81.4,2,3,6,0,Obeticholic acid (OCA),FXR,0.0440,0.9339,High
T8890,NCCCOc1cc2ccccc2cc1C(=O)Nc1ccc(Cl)cc1O,370.84,4.18,84.6,3,4,6,0,Obeticholic acid (OCA),FXR,0.0440,0.8817,High
T9137,O=C(Nc1ccc(O)c(NS(=O)(=O)c2ccc(F)cc2)c1)c1ccc(-c2ccccc2)cc1,462.5,5.25,95.5,3,4,6,1,Obeticholic acid (OCA),FXR,0.0440,0.9861,High
T7798,CCCc1cc(-c2nc(-c3ccc(NS(C)(=O)=O)cc3)cs2)ccn1,373.5,4.2,72,1,5,6,0,Obeticholic acid (OCA),FXR,0.0440,0.9867,High
T15576,O=C(Nc1ccncc1)C(=O)c1cn(Cc2ccc(Cl)cc2)c2ccccc12,389.84,4.56,64,1,3,5,0,Obeticholic acid (OCA),FXR,0.0440,0.9414,High
T2553,O=C(OCCOCCO)c1ccccc1Nc1cccc(C(F)(F)F)c1,369.34,3.61,67.8,2,5,8,0,Obeticholic acid (OCA),FXR,0.0440,0.8391,High
T21593,O=C(Nc1cccc(C(F)(F)F)c1)c1ccccc1NCc1ccncc1,371.36,4.96,54,2,3,5,0,Obeticholic acid (OCA),FXR,0.0440,0.905,High
T61318,COc1ccccc1S(=O)(=O)Nc1ccc2c(c1)C(=C(C)C)C(=O)N2,358.42,3.24,84.5,2,4,4,0,Obeticholic acid (OCA),FXR,0.0440,0.9482,High
T12154,CCNCc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,327.82,4.45,57.2,3,4,5,0,Obeticholic acid (OCA),FXR,0.0440,0.7249,High
T9608,O=C(Nc1ncnc2sc3c(c12)CCCC3)c1ccccc1Br,388.29,4.58,54.9,1,4,2,0,Obeticholic acid (OCA),FXR,0.0440,0.97,High
T61255,O=C(NCc1ccc(Cl)c(Cl)c1)c1nnc(-c2cccs2)o1,354.22,4.03,68,1,5,4,0,Obeticholic acid (OCA),FXR,0.0440,0.9589,High
T2451,O=C(CNc1ccc2ccccc2c1)N/N=C/c1cc(Br)c(O)c(Br)c1O,493.16,4.34,94,4,5,5,0,Obeticholic acid (OCA),FXR,0.0440,0.9696,High
T5163,CC(=O)Nc1nc(C)c(S(=O)(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)s1,477.41,3.52,108.4,3,6,5,0,Obeticholic acid (OCA),FXR,0.0440,0.9537,High
T2850,[H][C@@]1([C@]2([H])c3cc4c(cc3CCN2C)OCO4)OC(=O)c2c1ccc1c2OCO1,367.36,2.58,66.5,0,7,1,0,Obeticholic acid (OCA),FXR,0.0440,0.7397,High
T5362,COc1cc2onc(C)c2cc1NS(=O)(=O)c1cc(Br)ccc1OC,427.28,3.72,90.7,1,6,5,0,Obeticholic acid (OCA),FXR,0.0440,0.9496,High
T5561,CCCCc1nc2c(N)nc3ccccc3c2n1Cc1ccc(CN)cc1,359.48,4.02,82.8,2,4,6,0,Obeticholic acid (OCA),FXR,0.0440,0.8322,High
T22502,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)OCCc1cccs1,315.35,2.85,90.6,2,6,5,0,Obeticholic acid (OCA),FXR,0.0440,0.6484,High
T73515,O=C(C=Cc1ccc(NC(=O)Cc2cccc3ccccc23)cn1)NO,347.37,2.93,91.3,3,4,5,0,Obeticholic acid (OCA),FXR,0.0440,0.9524,High
TN1087,[H][C@]12COC(=O)[C@]1([H])[C@H](c1cc(OC)c(OC)c(OC)c1)c1cc3c(cc1C2)OCO3,398.41,2.92,72.5,0,7,4,0,Obeticholic acid (OCA),FXR,0.0440,0.8543,High
T13767,O=C(Nc1nnc(-c2ccc(F)cc2)o1)N1CCc2ccccc2C1,338.34,3.47,71.3,1,4,2,0,Obeticholic acid (OCA),FXR,0.0440,0.9723,High
T8188,[H][C@]12COC(=O)[C@]1([H])[C@H](c1cc(OC)c(OC)c(OC)c1)c1cc3c(cc1C2=O)OCO3,412.39,2.56,89.5,0,8,4,0,Obeticholic acid (OCA),FXR,0.0440,0.9323,High
TN2071,COc1cc([C@@H]2c3cc4c(cc3C(=O)[C@H]3COC(=O)[C@@H]23)OCO4)cc(OC)c1OC,412.39,2.56,89.5,0,8,4,0,Obeticholic acid (OCA),FXR,0.0440,0.9364,High
T14613,Cn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2cc(Br)ccc21,421.25,4.25,64.2,1,3,2,0,Obeticholic acid (OCA),FXR,0.0440,0.9582,High
T15616,COc1cc2c(cc1OC)-c1[nH]nc(Nc3cccc(F)c3)c1C2,325.34,3.88,59.2,2,4,4,0,Obeticholic acid (OCA),FXR,0.0440,0.9212,High
T78607,Cc1cnc(Nc2cc(C)c(C)c(C)c2)nc1Nc1ccc2oc(=O)[nH]c2c1,375.43,4.63,95.8,3,6,4,0,Obeticholic acid (OCA),FXR,0.0440,0.9861,High
T22604,[H][C@@]1([C@]2([H])OC(=O)c3c2ccc2c3OCO2)c2cc3c(cc2CC[N+]1(C)C)OCO3,382.39,2.73,63.2,0,6,1,0,Obeticholic acid (OCA),FXR,0.0440,0.0993,Low
T32008,COc1ccc2ncc(C#N)c(CCN3CCC(NCc4cc5c(cn4)OCS5)CC3)c2c1,461.59,3.75,83.3,1,8,7,0,Obeticholic acid (OCA),FXR,0.0439,0.6193,High
T10419,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1C#CC(C)(C)N1CCN(C)CC1,507.01,4.67,73.4,2,6,5,1,Obeticholic acid (OCA),FXR,0.0439,0.8559,High
T10877,O=C(Cc1c(F)cccc1F)Nc1cc(OCc2ccc(Cl)cc2)ccn1,388.8,4.77,51.2,1,3,6,0,Obeticholic acid (OCA),FXR,0.0435,0.9206,High
T86470,COc1cccc(C(c2cc3c(cc2O)OCO3)N2CCOCC2)c1OC,373.41,2.56,69.6,1,7,5,0,Obeticholic acid (OCA),FXR,0.0435,0.5845,High
T17225,CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2cc[n+]([O-])cc2)cc1,444.94,4.3,90.2,1,4,5,0,Obeticholic acid (OCA),FXR,0.0435,0.8914,High
T10811,O=C(Nc1ccc2ccccc2c1)C(c1csc2ccc(Cl)cc12)P(=O)(O)O,431.84,5.57,86.6,3,3,4,1,Obeticholic acid (OCA),FXR,0.0435,0.9296,High
T2259,O=C(O)c1ccc2c(c1)nc(Nc1cccc(Cl)c1)c1ccncc12,349.78,4.88,75.1,2,4,3,0,Obeticholic acid (OCA),FXR,0.0435,0.98,High
T88834,CNS(=O)(=O)c1cccc(C(=O)N/N=C(\C)c2cc(Cl)ccc2O)c1,381.84,2.11,107.9,3,5,5,0,Obeticholic acid (OCA),FXR,0.0435,0.9601,High
T2447,CN(C)C(=O)c1ccc(S(=O)(=O)c2ccc(NC(=O)[C@@](C)(O)C(F)(F)F)c(Cl)c2)cc1,478.88,3.13,103.8,2,5,5,0,Obeticholic acid (OCA),FXR,0.0435,0.9618,High
T5483,COCCOc1ccc(-c2cn(-c3ccccc3)c3nc[nH]c(=O)c23)cc1,361.4,3.41,69.1,1,4,6,0,Obeticholic acid (OCA),FXR,0.0435,0.9873,High
T13047,COc1ccc(OC)c(-c2ccc(NC(=O)c3ccncc3F)cc2)c1,352.37,4.16,60.5,1,4,5,0,Obeticholic acid (OCA),FXR,0.0435,0.9641,High
T10421,O=C(NC(=O)c1cc(F)c(F)cc1Cl)Nc1ccc(C(=O)O)cc1OC(F)(F)F,438.69,4.18,104.7,3,4,4,0,Obeticholic acid (OCA),FXR,0.0435,0.9925,High
T62281,O=C(Cn1nc(-c2ccc(Cl)cc2)c2ccccc2c1=O)Nc1cccc(Cl)c1,424.29,5.01,64,1,3,4,1,Obeticholic acid (OCA),FXR,0.0435,0.9675,High
T22416,Cc1cc(Nc2cc(NC(=O)c3c(Cl)cccc3Cl)ccn2)nc(N)n1,389.25,4.06,105.8,3,6,4,0,Obeticholic acid (OCA),FXR,0.0435,0.9802,High
